Para-9,Para-10,Para-11,Para-12,Para-13
1.7,81.4,31.0,11.0,2.94
-0.0010000000474974513,83.60800170898438,30.159000396728516,12.4350004196167,3.309999942779541
1.701,2.208,0.841,1.435,0.37
