Para-9,Para-10,Para-11,Para-12,Para-13
78.5,0.0,0.0,16.0,1.432
82.35199737548828,-0.039000000804662704,-0.004000000189989805,14.295000076293945,1.63100004196167
3.852,0.039,0.004,1.705,0.199
