Para-9,Para-10,Para-11,Para-12,Para-13
158.6,120.6,52.0,10.0,1.561
79.02300262451172,94.41799926757812,48.28300094604492,10.390000343322754,1.5069999694824219
79.577,26.182,3.717,0.39,0.054
