Para-9,Para-10,Para-11,Para-12,Para-13
24.6,410.9,62.0,9.0,2.821
26.229000091552734,433.62200927734375,75.77400207519531,7.848999977111816,3.066999912261963
1.629,22.722,13.774,1.151,0.246
