Para-9,Para-10,Para-11,Para-12,Para-13
219.7,206.2,10.0,8.0,1.607
211.5919952392578,200.0469970703125,11.135000228881836,8.897000312805176,1.628000020980835
8.108,6.153,1.135,0.897,0.021
