Para-9,Para-10,Para-11,Para-12,Para-13
75.5,176.7,26.0,9.0,1.932
39.21799850463867,120.84500122070312,35.82500076293945,9.626999855041504,1.6670000553131104
36.282,55.855,9.825,0.627,0.265
