Para-9,Para-10,Para-11,Para-12,Para-13
7.6,220.4,100.0,7.0,1.576
5.626999855041504,184.2830047607422,79.32499694824219,7.116000175476074,1.6430000066757202
1.973,36.117,20.675,0.116,0.067
