Para-9,Para-10,Para-11,Para-12,Para-13
6.0,76.9,27.0,11.0,1.642
4.4670000076293945,76.66500091552734,26.229000091552734,11.307999610900879,1.6779999732971191
1.533,0.235,0.771,0.308,0.036
