Para-9,Para-10,Para-11,Para-12,Para-13
27.9,8.4,4.0,12.0,0.999
18.49799919128418,10.043999671936035,4.249000072479248,10.305000305175781,0.9340000152587891
9.402,1.644,0.249,1.695,0.065
