Para-9,Para-10,Para-11,Para-12,Para-13
498.4,295.6,201.0,14.0,2.555
472.1090087890625,350.4010009765625,195.30999755859375,15.154999732971191,2.503999948501587
26.291,54.801,5.69,1.155,0.051
