Para-9,Para-10,Para-11,Para-12,Para-13
19.0,23.2,11.0,11.0,1.455
12.383999824523926,18.679000854492188,10.861000061035156,9.534000396728516,1.3380000591278076
6.616,4.521,0.139,1.466,0.117
