Para-9,Para-10,Para-11,Para-12,Para-13
76.9,97.5,13.0,5.0,1.05
8.758000373840332,64.41899871826172,0.49000000953674316,6.271999835968018,1.00600004196167
68.142,33.081,12.51,1.272,0.044
