Para-9,Para-10,Para-11,Para-12,Para-13
305.0,261.3,139.0,16.0,1.962
360.156005859375,261.5480041503906,149.906005859375,17.466999053955078,1.9500000476837158
55.156,0.248,10.906,1.467,0.012
