Para-9,Para-10,Para-11,Para-12,Para-13
0.0,194.4,28.0,5.0,0.858
-0.008999999612569809,218.07899475097656,11.512999534606934,4.7820000648498535,0.824999988079071
0.009,23.679,16.487,0.218,0.033
