Para-9,Para-10,Para-11,Para-12,Para-13
18.5,85.4,2.0,13.0,2.091
11.73799991607666,80.06300354003906,2.296999931335449,12.585000038146973,2.1440000534057617
6.762,5.337,0.297,0.415,0.053
