Para-9,Para-10,Para-11,Para-12,Para-13
107.8,188.4,205.0,10.0,1.349
105.99600219726562,189.94000244140625,204.13499450683594,12.718000411987305,1.3769999742507935
1.804,1.54,0.865,2.718,0.028
