Para-9,Para-10,Para-11,Para-12,Para-13
24.7,170.4,103.0,12.0,1.62
25.76799964904785,168.63400268554688,97.99500274658203,11.904000282287598,1.6260000467300415
1.068,1.766,5.005,0.096,0.006
