Para-9,Para-10,Para-11,Para-12,Para-13
5.9,124.9,19.0,9.0,1.693
3.569999933242798,114.48100280761719,21.268999099731445,9.284000396728516,1.8660000562667847
2.33,10.419,2.269,0.284,0.173
