Para-9,Para-10,Para-11,Para-12,Para-13
8.3,146.7,57.0,22.0,1.38
5.370999813079834,150.56100463867188,28.204999923706055,17.56599998474121,1.3539999723434448
2.929,3.861,28.795,4.434,0.026
