Para-9,Para-10,Para-11,Para-12,Para-13
10.3,229.4,36.0,8.0,1.863
9.765000343322754,161.32699584960938,43.15999984741211,6.785999774932861,2.2130000591278076
0.535,68.073,7.16,1.214,0.35
