Para-9,Para-10,Para-11,Para-12,Para-13
2.1,225.3,49.0,6.0,0.771
2.6389999389648438,243.6179962158203,41.3390007019043,6.085999965667725,0.7739999890327454
0.539,18.318,7.661,0.086,0.003
