Para-9,Para-10,Para-11,Para-12,Para-13
38.9,307.0,98.0,23.0,0.54
38.05699920654297,398.8890075683594,109.06400299072266,27.43400001525879,0.4729999899864197
0.843,91.889,11.064,4.434,0.067
