Para-9,Para-10,Para-11,Para-12,Para-13
190.1,52.4,0.0,17.0,2.183
158.447998046875,45.94599914550781,0.38100001215934753,11.151000022888184,1.6339999437332153
31.652,6.454,0.381,5.849,0.549
