Para-9,Para-10,Para-11,Para-12,Para-13
14.1,402.3,157.0,12.0,1.767
11.619000434875488,372.7669982910156,109.62799835205078,11.032999992370605,1.6039999723434448
2.481,29.533,47.372,0.967,0.163
