Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_26,1,548.6,236.7,22.2,0.0,3,103,7200,2260,0.0,0.0,0.0,0,0.812
,2,548.6,240.2,22.1,0.0,3,104,7050,2470,0.0,0.0,0.0,0,0.823
,3,548.6,155.3,22.4,0.0,3,104,7300,2850,0.0,0.0,0.0,3,0.8324
,4,548.6,77.0,23.0,0.0,2,105,9000,3500,0.0,0.0,0.0,3,0.845
,5,548.6,146.3,22.5,0.0,2,108,10500,5430,0.0,0.0,0.0,4,0.867
,6,548.6,216.3,21.2,0.0,4,111,12500,6870,0.0,0.0,0.0,4,0.869
,7,548.6,77.1,22.4,0.0,4,106,18000,7500,1.5,9.1,0.0,4,0.893
,8,548.6,90.3,22.8,0.0,2,105,21500,8240,6.7,38.5,0.0,5,0.927
,9,548.6,238.5,22.8,0.0,2,103,26640,9353,8.4,76.8,1.0,5,1.043
,10,548.6,62.0,22.7,0.0,2,102,30535,10234,76.9,97.5,13.0,5,1.05
