Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_89,1,422.0,702.6,0.1,1485.0,11,122,5530,702,0.0,0.0,0.0,6,0.768
,2,422.0,782.8,0.3,1449.0,13,116,5144,427,0.0,1.4,0.0,6,0.778
,3,422.0,667.5,0.7,1301.9,16,117,5436,451,0.0,2.7,0.0,7,0.794
,4,422.0,825.2,1.3,1080.0,12,124,5233,434,0.0,4.2,12.0,7,0.797
,5,422.0,1089.7,0.2,1314.0,17,120,5620,433,0.0,5.6,12.0,8,0.801
,6,422.0,570.8,1.0,1280.8,13,117,6800,1200,0.0,6.1,13.0,8,0.815
,7,422.0,836.3,0.4,1190.2,13,111,6410,1270,0.0,6.7,14.0,8,0.826
,8,422.0,642.6,1.4,1961.0,12,126,6150,1220,0.0,7.0,14.0,11,0.834
,9,422.0,567.0,0.8,1267.7,8,122,6430,1270,2.3,7.5,15.0,11,0.846
,10,422.0,986.4,1.4,1265.0,13,115,7070,1400,4.8,9.0,15.0,11,0.851
