Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_6,1,320.0,174.9,21.7,0.0,2,108,5600,1680,0.0,0.0,1.0,0,1.022
,2,320.0,187.8,22.3,0.0,3,107,6400,1920,0.0,0.0,1.0,0,1.038
,3,320.0,270.2,21.6,0.0,3,103,8000,2400,0.0,0.0,2.0,0,1.0041
,4,320.0,217.7,22.0,0.0,3,103,8000,2400,0.0,2.4,2.0,23,1.052
,5,320.0,154.7,22.8,0.0,2,108,8000,2400,0.1,3.6,5.0,24,1.059
,6,320.0,182.6,21.6,0.0,3,105,7200,2250,0.1,6.5,8.0,26,1.065
,7,320.0,297.7,21.3,0.0,4,105,6850,2650,0.2,22.6,9.0,27,1.069
,8,320.0,366.8,21.5,0.0,2,104,7200,2800,0.3,70.5,12.0,27,1.073
,9,320.0,336.6,21.3,0.0,4,106,7450,3030,0.5,160.5,28.0,31,1.101
,10,320.0,240.2,22.1,0.0,3,104,7600,3300,1.0,185.6,39.0,33,1.107
