Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_54,1,612.0,396.9,7.8,263.0,8,106,600,80,13.0,40.4,13.0,1,1.843
,2,612.0,369.5,8.4,364.0,4,116,560,80,15.0,42.4,16.0,1,1.886
,3,612.0,339.4,8.7,362.0,5,116,480,85,18.6,81.4,46.0,2,1.895
,4,612.0,324.3,8.2,421.0,4,115,115,26,21.6,84.3,53.0,3,1.912
,5,612.0,355.3,8.8,292.0,5,109,115,25,27.8,89.1,72.0,3,1.934
,6,612.0,389.3,8.3,383.0,7,107,120,25,29.5,94.3,78.0,4,1.962
,7,612.0,504.0,8.4,283.0,7,114,100,20,33.3,99.6,81.0,4,1.983
,8,612.0,395.4,8.3,368.0,5,105,100,21,39.7,101.4,85.0,5,1.991
,9,612.0,382.4,8.7,522.0,5,105,89,49,41.5,110.4,87.0,6,2.021
,10,612.0,350.3,7.3,537.0,6,107,130,80,56.3,119.2,93.0,8,2.051
