Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_79,1,724.0,336.2,24.4,0.0,51,92,5559,170,0.0,0.0,0.0,2,2.287
,2,724.0,592.2,24.8,0.0,48,90,5698,178,0.0,0.0,0.0,2,2.312
,3,724.0,249.1,24.3,0.0,48,88,5836,186,0.0,0.0,0.0,3,2.345
,4,724.0,383.5,24.4,0.0,51,91,6059,174,0.0,0.0,0.0,3,2.374
,5,724.0,361.5,24.7,0.0,47,91,6353,162,0.0,0.0,0.0,3,2.404
,6,724.0,737.3,25.0,0.0,48,90,6610,175,0.0,0.0,0.0,4,2.497
,7,724.0,506.6,24.8,0.0,49,92,6867,189,0.0,0.0,0.0,4,2.5
,8,724.0,133.4,24.1,0.0,47,85,6810,177,0.0,0.0,0.0,4,2.521
,9,724.0,207.1,24.0,0.0,49,87,6752,166,0.0,0.0,2.0,6,2.525
,10,724.0,256.8,24.3,0.0,52,89,7045,180,0.0,2.3,3.0,6,2.534
