Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_84,1,771.0,588.9,2.8,1408.0,19,119,2490,289,0.0,0.0,0.0,2,0.662
,2,771.0,710.6,3.6,1229.7,25,116,2475,287,0.0,43.2,16.0,3,0.671
,3,771.0,466.7,3.6,1044.0,19,116,2592,301,0.0,59.4,46.0,3,0.682
,4,771.0,510.2,3.4,1142.0,25,114,2735,369,0.0,72.6,57.0,4,0.715
,5,771.0,603.0,2.5,1586.2,18,120,2800,400,1.6,96.5,64.0,4,0.746
,6,771.0,517.9,2.2,1549.1,20,113,3170,420,2.5,114.0,74.0,6,0.769
,7,771.0,742.1,0.3,2077.0,28,114,3320,440,15.0,164.9,84.0,7,0.812
,8,771.0,651.1,3.3,1187.6,22,117,3760,500,19.6,166.7,95.5,8,0.863
,9,771.0,477.4,4.3,1219.6,17,117,3900,520,24.2,175.2,114.0,9,0.952
,10,771.0,508.4,4.0,955.7,19,114,3720,580,26.7,200.9,125.0,9,1.108
