Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_71,1,423.0,1537.9,14.7,39.0,24,116,3295,422,0.0,134.3,0.0,4,0.802
,2,423.0,1003.7,16.5,2.0,20,112,4402,577,0.0,138.8,0.0,4,0.809
,3,423.0,1243.6,15.8,5.9,21,114,4900,656,0.0,139.1,0.0,4,0.816
,4,423.0,1725.9,15.0,6.0,26,110,5005,683,0.0,151.6,0.0,5,0.82
,5,423.0,1236.7,15.4,21.0,13,110,5206,725,47.6,152.5,0.0,5,0.834
,6,423.0,1805.7,15.1,33.7,28,113,5383,765,122.0,153.0,4.0,5,0.846
,7,423.0,1473.3,15.4,21.2,20,112,5534,652,131.7,157.3,59.0,5,0.858
,8,423.0,1273.6,14.9,44.0,22,115,5695,671,140.6,159.3,98.0,6,0.883
,9,423.0,1319.2,15.3,14.7,16,114,5805,877,149.5,162.4,186.0,6,0.908
,10,423.0,1375.9,16.8,0.4,14,118,5940,604,167.4,166.4,195.0,6,0.934
