Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_59,1,635.0,507.9,10.6,133.0,6,105,6325,1860,2.0,261.4,28.0,4,1.292
,2,635.0,668.2,10.8,124.0,6,99,6325,1390,3.3,263.6,31.0,6,1.335
,3,635.0,334.8,10.3,191.0,5,100,13707,2071,3.2,298.3,32.0,7,1.365
,4,635.0,576.5,10.6,133.0,6,107,11520,1738,3.5,312.6,37.0,8,1.381
,5,635.0,719.1,10.2,164.0,7,103,14760,2230,5.4,332.2,57.0,8,1.445
,6,635.0,759.5,10.7,158.0,6,104,18770,2840,6.8,333.9,75.0,9,1.487
,7,635.0,714.8,10.6,176.0,5,97,18770,2840,8.4,345.2,79.0,10,1.511
,8,635.0,594.4,10.5,310.0,8,100,30915,4672,11.1,369.6,91.0,10,1.529
,9,635.0,571.8,9.8,231.0,6,99,30420,4597,12.2,391.6,124.0,11,1.643
,10,635.0,629.2,9.3,231.0,9,98,30330,3924,14.1,402.3,157.0,12,1.767
