Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_97,1,514.0,1404.4,7.8,597.0,28,115,3671,441,0.8,106.2,0.0,3,1.186
,2,514.0,1395.4,9.4,241.0,26,118,3674,441,12.1,115.1,1.0,5,1.234
,3,514.0,1339.6,9.5,335.2,18,116,5820,230,15.6,150.2,4.0,5,1.27
,4,514.0,1249.8,7.9,372.0,26,121,5830,230,28.3,152.3,4.0,6,1.312
,5,514.0,1230.5,8.4,515.0,20,115,6057,239,48.3,154.8,6.0,6,1.375
,6,514.0,1262.7,8.3,637.0,27,113,6306,249,144.9,156.3,8.0,7,1.408
,7,514.0,1175.9,8.9,446.7,11,121,6558,259,154.3,165.8,9.0,7,1.503
,8,514.0,1636.4,8.0,525.0,22,111,6950,272,175.8,177.8,9.0,7,1.509
,9,514.0,1133.9,8.4,337.3,19,118,7377,291,189.4,191.7,10.0,8,1.556
,10,514.0,1226.4,10.1,203.6,16,114,7672,303,219.7,206.2,10.0,8,1.607
