Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_61,1,349.0,658.7,7.6,318.0,7,110,10475,545,0.0,0.0,0.0,4,1.021
,2,349.0,672.2,7.7,324.0,6,110,9900,395,0.0,0.0,0.0,4,1.031
,3,349.0,293.3,7.6,365.0,5,102,9520,318,0.0,3.8,0.0,5,1.055
,4,349.0,712.5,7.7,291.0,6,103,9861,184,0.3,4.7,1.0,5,1.073
,5,349.0,803.0,7.1,339.0,6,104,10148,182,0.8,6.3,1.0,7,1.099
,6,349.0,727.3,7.7,286.0,7,109,9980,180,1.5,8.4,4.0,7,1.12
,7,349.0,942.6,7.3,329.0,5,102,10019,178,3.7,11.2,5.0,7,1.19
,8,349.0,731.8,7.2,484.0,9,106,9804,165,7.6,13.3,9.0,9,1.255
,9,349.0,535.2,6.7,446.0,6,103,9030,99,14.7,18.3,10.0,9,1.324
,10,349.0,636.9,6.5,397.0,7,102,9374,165,19.0,23.2,11.0,11,1.455
