Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_30,1,508.0,272.7,19.0,0.0,4,103,4400,440,0.0,0.0,0.0,0,1.114
,2,508.0,155.0,19.8,0.0,3,109,4400,440,0.0,0.0,1.0,6,1.179
,3,508.0,380.7,18.5,1.0,3,111,4250,450,0.0,0.0,1.0,9,1.961
,4,508.0,349.8,18.4,0.0,3,115,3900,475,0.0,0.0,1.0,19,2.336
,5,508.0,441.3,18.6,0.0,4,115,4100,500,0.0,0.0,4.0,24,2.421
,6,508.0,288.6,18.7,0.0,3,110,4500,450,0.0,0.0,4.0,27,2.678
,7,508.0,413.4,19.2,0.0,3,113,4720,240,0.0,0.0,5.0,29,2.917
,8,508.0,272.5,19.4,0.0,3,108,5440,330,0.0,0.0,5.0,36,3.12
,9,508.0,141.2,19.9,0.0,2,105,5600,300,0.0,0.0,5.0,39,3.45
,10,508.0,198.7,19.4,0.0,2,106,5850,350,0.1,0.0,7.0,42,3.54
