Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_77,1,432.0,1083.2,19.7,11.0,13,116,9057,2061,0.0,0.0,0.0,5,0.838
,2,432.0,869.3,21.2,0.0,14,114,14519,3050,0.0,0.0,0.0,5,0.847
,3,432.0,1437.9,19.7,0.0,18,113,14590,3128,0.0,0.0,0.0,6,0.892
,4,432.0,1317.8,19.1,0.0,18,114,13207,2888,0.0,0.0,2.0,6,0.934
,5,432.0,1442.3,19.5,0.0,21,108,15795,3526,0.0,0.0,2.0,6,0.991
,6,432.0,1488.3,20.0,0.3,17,110,15088,3437,0.0,0.0,2.0,7,1.03
,7,432.0,1338.5,19.4,0.0,24,115,15150,3339,0.0,0.0,3.0,8,1.061
,8,432.0,1049.5,19.4,2.0,19,118,1245,3439,0.0,0.0,4.0,9,1.082
,9,432.0,1532.4,19.9,0.2,19,111,15300,3703,4.1,15.3,4.0,9,1.145
,10,432.0,1262.6,20.6,0.0,22,118,15446,3869,4.4,16.3,4.0,10,1.178
