Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_31,1,477.5,396.7,17.8,0.0,5,115,3720,297,0.0,0.0,0.0,0,0.725
,2,477.5,210.2,18.7,0.0,3,113,3520,282,0.0,0.0,0.0,0,0.745
,3,477.5,539.7,17.4,2.0,4,116,3640,340,0.0,17.4,0.0,0,0.785
,4,477.5,377.0,17.2,0.0,3,121,3700,475,0.0,28.5,5.0,9,0.834
,5,477.5,539.1,17.5,0.0,4,123,3900,500,0.0,33.5,5.0,9,0.895
,6,477.5,422.7,17.6,0.0,3,114,4200,550,0.0,45.2,5.0,10,0.95
,7,477.5,466.0,18.1,0.0,2,120,4550,575,0.0,54.3,6.0,11,0.993
,8,477.5,322.1,18.4,0.0,3,110,4830,530,0.0,63.5,6.0,11,1.13
,9,477.5,190.4,18.9,0.0,2,114,4800,550,26.2,73.5,6.0,13,1.232
,10,477.5,297.5,18.3,0.0,2,113,5300,500,26.9,82.3,6.0,13,1.351
