Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_38,1,405.0,1576.4,10.6,17.5,6,109,1975,379,0.0,30.6,24.0,0,1.059
,2,405.0,1452.8,9.8,48.0,6,107,1975,386,0.0,35.6,27.0,3,1.14
,3,405.0,1620.2,9.9,62.0,4,109,2175,388,0.0,44.3,29.0,3,1.142
,4,405.0,1377.4,10.6,0.0,4,109,2150,384,1.8,78.4,30.0,3,1.149
,5,405.0,1662.3,11.6,2.0,6,111,3640,390,2.1,177.1,34.0,4,1.152
,6,405.0,1933.6,9.8,12.0,7,114,3720,390,3.1,185.4,39.0,4,1.155
,7,405.0,1546.8,10.1,4.2,8,113,3800,400,3.8,194.5,41.0,4,1.16
,8,405.0,2524.4,10.9,2.7,9,115,3800,403,4.3,204.1,44.0,5,1.171
,9,405.0,3046.2,10.7,3.0,9,107,3760,398,4.9,206.6,47.0,6,1.19
,10,405.0,1627.7,10.2,2.9,11,106,3760,398,5.4,210.5,48.0,6,1.206
