Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_86,1,743.0,506.2,4.1,1017.0,15,110,850,270,0.0,0.0,32.0,2,2.712
,2,743.0,541.4,4.5,928.0,15,108,945,245,0.0,0.0,32.0,2,2.753
,3,743.0,656.4,4.9,761.0,16,105,970,249,0.0,0.0,35.0,2,2.783
,4,743.0,622.5,4.9,713.0,11,115,1098,282,0.0,0.0,35.0,3,2.798
,5,743.0,596.7,3.8,867.0,20,109,1129,290,0.0,0.0,37.0,3,2.818
,6,743.0,519.2,4.4,1044.0,13,108,1200,200,0.0,11.5,51.0,7,2.843
,7,743.0,653.5,3.9,941.5,14,116,1290,190,0.0,22.5,52.0,7,2.887
,8,743.0,579.0,2.1,1661.0,11,116,1450,210,0.0,30.8,66.0,8,2.912
,9,743.0,528.4,4.7,802.5,15,107,1620,230,0.0,70.6,69.0,9,2.921
,10,743.0,559.2,5.5,831.0,10,114,1880,270,0.0,82.3,71.0,10,2.943
