Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_90,1,422.0,637.8,0.9,1040.0,21,113,6580,860,7.2,188.5,6.0,8,0.892
,2,422.0,472.7,0.2,1350.0,17,122,6430,960,8.3,196.4,6.0,10,0.993
,3,422.0,478.3,0.9,1246.0,12,113,6650,1000,9.4,208.4,6.0,10,0.999
,4,422.0,658.8,0.2,1460.0,16,115,6966,670,11.2,222.6,6.0,10,1.002
,5,422.0,598.5,0.8,1412.0,11,120,6991,698,11.9,239.6,8.0,10,1.051
,6,422.0,810.5,1.0,1151.0,21,113,7110,565,12.7,250.0,8.0,10,10.59
,7,422.0,945.8,0.4,1155.0,18,126,7210,573,15.4,262.2,10.0,10,1.068
,8,422.0,598.4,1.2,1229.0,16,113,7440,630,17.4,283.0,10.0,11,1.081
,9,422.0,610.7,0.8,1261.0,18,116,7780,660,18.4,291.3,11.0,14,1.085
,10,422.0,773.9,0.2,1562.0,20,115,7680,630,21.4,297.1,13.0,14,1.092
