Unnamed: 0,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
Sec_64,1,811.0,324.4,8.4,330.0,4,107,5020,880,0.0,57.2,0.0,2,0.461
,2,811.0,371.9,8.6,356.0,6,112,4400,795,0.0,67.4,0.0,2,0.481
,3,811.0,318.2,8.2,404.0,3,115,4545,1099,9.9,75.7,0.0,4,0.512
,4,811.0,340.2,8.7,294.0,4,109,4147,844,15.2,88.3,0.0,5,0.561
,5,811.0,503.2,8.0,417.0,7,106,4980,1017,30.6,110.2,0.0,7,0.618
,6,811.0,529.0,8.1,292.0,7,105,5250,1070,39.5,121.2,1.0,7,0.632
,7,811.0,425.0,7.9,388.0,5,114,6240,1271,52.3,139.2,7.0,8,0.654
,8,811.0,397.4,8.3,555.0,4,111,6780,1382,67.8,142.3,11.0,9,0.667
,9,811.0,377.4,6.8,668.0,7,114,6750,1451,83.4,147.8,21.0,10,0.691
,10,811.0,427.4,7.5,463.0,8,114,5310,1140,89.6,152.4,25.0,10,0.718
